transaction_date,transaction_barcode,warehouse_name,item_number,description,description2,combined_description,item_unit_price
2023-07-31,21133400701202307311220,BAYONNE,1645476,POMPEIAN EVO,EVOO 2L T78H4 SL435,POMPEIAN EVO EVOO 2L T78H4 SL435,15.99
2023-07-31,21133400701202307311220,BAYONNE,36712,U-15 SHRIMP,FARM RAISED,U-15 SHRIMP FARM RAISED,37.99
2023-07-31,21133400701202307311220,BAYONNE,1474436,KS TRAIL MIX,SL150 C10T6H4 P240,KS TRAIL MIX SL150 C10T6H4 P240,12.99
2023-07-31,21133400701202307311220,BAYONNE,864984,SUMMER PASTA,SUMMER VTY 6/1.1LB   P144,SUMMER PASTA SUMMER VTY 6/1.1LB   P144,10.69
2023-07-31,21133400701202307311220,BAYONNE,308417,/864984,,,0.0
2023-07-31,21133400701202307311220,BAYONNE,1726318,SALMON SUSHI,HANA SL1D 30C 4T2H 240P,SALMON SUSHI HANA SL1D 30C 4T2H 240P,16.79
2023-07-31,21133400701202307311220,BAYONNE,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,6.29
2023-07-31,21133400701202307311220,BAYONNE,5276,RED GRAPES,1.36 KG / 3 LB,RED GRAPES 1.36 KG / 3 LB,5.99
2023-07-31,21133400701202307311220,BAYONNE,3923,LIMES 3 LB.,1.36 KG / 3 LB.,LIMES 3 LB. 1.36 KG / 3 LB.,4.99
2023-07-31,21133400701202307311220,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.49
2023-07-31,21133400701202307311220,BAYONNE,1263833,D&W ORG TURK,C=14 4T11H SL=35,D&W ORG TURK C=14 4T11H SL=35,18.99
2023-07-31,21133400701202307311220,BAYONNE,43221,ATL COD,FILLET,ATL COD FILLET,9.99
2023-07-31,21133400701202307311220,BAYONNE,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2023-07-31,21133400701202307311220,BAYONNE,45510,ST. LOUIS,RIBS,ST. LOUIS RIBS,7.99
2023-07-31,21133400701202307311220,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2023-07-31,21133400701202307311220,BAYONNE,21046,TOMATO MEDLE,,,6.69
2023-07-31,21133400701202307311220,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2023-07-31,21133400701202307311220,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-07-31,21133400701202307311220,BAYONNE,1461056,BABY CUKE,,,5.99
2023-07-31,21133400701202307311220,BAYONNE,1162288,KS ORG EVOO,EV OLIVE OIL 1L SL340P672,KS ORG EVOO EV OLIVE OIL 1L SL340P672,14.99
2022-11-11,21133400800212211111104,BAYONNE,813734,POTATO ROLL,16 CT 30 OZ,POTATO ROLL 16 CT 30 OZ,6.89
2022-11-11,21133400800212211111104,BAYONNE,1162288,KS ORG EVOO,EV OLIVE OIL 1L SL340P672,KS ORG EVOO EV OLIVE OIL 1L SL340P672,13.99
2022-11-11,21133400800212211111104,BAYONNE,1643753,20PC COMBO,HANA SL 1D 30C 4T2H 240P,20PC COMBO HANA SL 1D 30C 4T2H 240P,19.99
2022-11-11,21133400800212211111104,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,4.29
2022-11-11,21133400800212211111104,BAYONNE,21046,TOMATO MEDLE,,,6.69
2022-11-11,21133400800212211111104,BAYONNE,290353,/21046,,,0.0
2022-11-11,21133400800212211111104,BAYONNE,5276,RED GRAPES,1.36 KG / 3 LB,RED GRAPES 1.36 KG / 3 LB,4.99
2022-11-11,21133400800212211111104,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.49
2022-11-11,21133400800212211111104,BAYONNE,1231917,ROJO CORN,12/32 OZ   T8H7   SL45,ROJO CORN 12/32 OZ   T8H7   SL45,8.89
2022-11-11,21133400800212211111104,BAYONNE,288497,/1231917,,,0.0
2022-11-11,21133400800212211111104,BAYONNE,993449,ORGANIC PSTA,ORGANIC PASTA SL365  P144,ORGANIC PSTA ORGANIC PASTA SL365  P144,9.99
2022-11-11,21133400800212211111104,BAYONNE,1142830,ORG MEDITERR,,,8.49
2022-11-11,21133400800212211111104,BAYONNE,460862,VAR SLICED,ANDERSON T7H10 SL90,VAR SLICED ANDERSON T7H10 SL90,9.79
2022-11-11,21133400800212211111104,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2022-11-11,21133400800212211111104,BAYONNE,47266,ORG BS THIGH,FRESH SADDLEPACK,ORG BS THIGH FRESH SADDLEPACK,5.99
2022-11-11,21133400800212211111104,BAYONNE,1306598,FREE RNG XL,GRADE A T20H18 P360 SL23,FREE RNG XL GRADE A T20H18 P360 SL23,7.59
2022-11-11,21133400800212211111104,BAYONNE,45694,BAGUETTE,2 PACK,BAGUETTE 2 PACK,5.99
2022-11-11,21133400800212211111104,BAYONNE,900861,ORGANC SASLA,SUNBELT T12H5  SL13,ORGANC SASLA SUNBELT T12H5  SL13,8.39
2022-11-11,21133400800212211111104,BAYONNE,19808,SMOKD SALMON,30/16 OZ SL=28 T7X7,SMOKD SALMON 30/16 OZ SL=28 T7X7,16.79
2022-11-11,21133400800212211111104,BAYONNE,1461056,BABY CUKE,,,5.99
2022-11-11,21133400800212211111104,BAYONNE,519638,ORG BLUES,510 G / 18 OZ,ORG BLUES 510 G / 18 OZ,5.99
2022-11-11,21133400800212211111104,BAYONNE,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,5.99
2022-11-11,21133400800212211111104,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.49
2023-01-24,21133401101982301241257,BAYONNE,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2023-01-24,21133401101982301241257,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-01-24,21133401101982301241257,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2023-01-24,21133401101982301241257,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.39
2023-01-24,21133401101982301241257,BAYONNE,1493488,KS BABY WIPE,FRAGRANCE FREE 900CT P56,KS BABY WIPE FRAGRANCE FREE 900CT P56,20.99
2023-01-24,21133401101982301241257,BAYONNE,1306598,FREE RNG XL,GRADE A T20H18 P360 SL23,FREE RNG XL GRADE A T20H18 P360 SL23,7.59
2023-01-24,21133401101982301241257,BAYONNE,512599,**KS TOWEL**,P24 FQ/P20,**KS TOWEL** P24 FQ/P20,19.99
2023-01-24,21133401101982301241257,BAYONNE,545345,KS PISTACHIO,C13T6H4 P312 SL300,KS PISTACHIO C13T6H4 P312 SL300,15.99
2023-01-24,21133401101982301241257,BAYONNE,1057076,TRU CHKN STR,20/2-16 OZ T6H4 SL55,TRU CHKN STR 20/2-16 OZ T6H4 SL55,14.69
2023-01-24,21133401101982301241257,BAYONNE,295875,/1057076,,,0.0
2023-01-24,21133401101982301241257,BAYONNE,1461056,BABY CUKE,,,6.99
2023-01-24,21133401101982301241257,BAYONNE,43221,ATL COD,FILLET,ATL COD FILLET,9.99
2023-01-24,21133401101982301241257,BAYONNE,527705,A&H BFSALAMI,KOSHER 2-PK   T6H8   SL70,A&H BFSALAMI KOSHER 2-PK   T6H8   SL70,12.59
2023-01-24,21133401101982301241257,BAYONNE,993449,ORGANIC PSTA,ORGANIC PASTA SL365  P144,ORGANIC PSTA ORGANIC PASTA SL365  P144,9.99
2023-01-24,21133401101982301241257,BAYONNE,331100,POTATOES,2.27 KG / 5 LB,POTATOES 2.27 KG / 5 LB,8.29
2023-01-24,21133401101982301241257,BAYONNE,938492,KS KETTLE,HMLYN SLT P120 T40H3,KS KETTLE HMLYN SLT P120 T40H3,5.79
2023-01-24,21133401101982301241257,BAYONNE,1142830,ORG MEDITERR,,,8.49
2023-01-24,21133401101982301241257,BAYONNE,21046,TOMATO MEDLE,,,6.69
2023-01-24,21133401101982301241257,BAYONNE,7859,SMOKD SALMON,FOPPEN SL28 T8H5,SMOKD SALMON FOPPEN SL28 T8H5,10.99
2023-01-24,21133401101982301241257,BAYONNE,757263,CHEX MIX,T50H3  P150 SL149,CHEX MIX T50H3  P150 SL149,7.39
2023-01-24,21133401101982301241257,BAYONNE,295835,/757263,,,0.0
2023-01-24,21133401101982301241257,BAYONNE,5720,HH STRAW,795 G / 1.75 LB,HH STRAW 795 G / 1.75 LB,10.99
2023-01-24,21133401101982301241257,BAYONNE,2251987,ORG HUMMUS,34OZ          T8H6 SL50,ORG HUMMUS 34OZ          T8H6 SL50,5.99
2023-01-24,21133401101982301241257,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2024-11-10,21133400902792411101516,BAYONNE,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,22.99
2024-11-10,21133400902792411101516,BAYONNE,1878116,BK: POKEMON,DK/,BK: POKEMON DK/,18.99
2024-11-10,21133400902792411101516,BAYONNE,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,6.99
2024-11-10,21133400902792411101516,BAYONNE,202193,MINI PEPPERS,680 G / 1.5 LB,MINI PEPPERS 680 G / 1.5 LB,3.99
2024-11-10,21133400902792411101516,BAYONNE,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2024-11-10,21133400902792411101516,BAYONNE,1726382,ORG POTATO,16.8Z C22=P440/C20=P400,ORG POTATO 16.8Z C22=P440/C20=P400,9.99
2024-11-10,21133400902792411101516,BAYONNE,1775302,KS PARM SSG,9/48Z T8H8 SL40 PEPP/PARM,KS PARM SSG 9/48Z T8H8 SL40 PEPP/PARM,12.59
2024-11-10,21133400902792411101516,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-11-10,21133400902792411101516,BAYONNE,5850,SWEETKALEDUO,2 X 14 OZ,SWEETKALEDUO 2 X 14 OZ,6.99
2024-11-10,21133400902792411101516,BAYONNE,30548,ORGANIC DRUM,SADDLEPACK,ORGANIC DRUM SADDLEPACK,1.99
2024-11-10,21133400902792411101516,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,10.47
2024-11-10,21133400902792411101516,BAYONNE,1315382,BAKED 30 CT,T9H6P54 SL50,BAKED 30 CT T9H6P54 SL50,18.99
2024-11-10,21133400902792411101516,BAYONNE,340555,/1315382,,,0.0
2024-11-10,21133400902792411101516,BAYONNE,1823420,RUSTIC ITALN,,,5.99
2024-11-10,21133400902792411101516,BAYONNE,7554,SARDINES,6/4.37 OZ  P650,SARDINES 6/4.37 OZ  P650,9.99
2024-11-10,21133400902792411101516,BAYONNE,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,9.59
2024-11-10,21133400902792411101516,BAYONNE,947880,HF NAT TRKEY,T6H4P216  SL30,HF NAT TRKEY T6H4P216  SL30,11.99
2024-11-10,21133400902792411101516,BAYONNE,33777,TILAPIA FLTS,FARM RAISED,TILAPIA FLTS FARM RAISED,5.99
2024-11-10,21133400902792411101516,BAYONNE,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2024-11-10,21133400902792411101516,BAYONNE,8370,ORG MEDITERR,2PK,ORG MEDITERR 2PK,8.99
2024-11-10,21133400902792411101516,BAYONNE,637598,KS CAGE FREE,SL21 T20H18 P360/P300,KS CAGE FREE SL21 T20H18 P360/P300,5.69
2024-11-10,21133400902792411101516,BAYONNE,149,INSTACART,1- $100 GIFT CARD,INSTACART 1- $100 GIFT CARD,79.99
2024-11-10,21133400902792411101516,BAYONNE,3923,LIMES 3 LB.,1.36 KG / 3 LB.,LIMES 3 LB. 1.36 KG / 3 LB.,4.29
2024-11-10,21133400902792411101516,BAYONNE,21046,TOMATO MEDLE,,,5.59
2024-04-28,21133400700352404281027,BAYONNE,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,22.99
2024-04-28,21133400700352404281027,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.39
2024-04-28,21133400700352404281027,BAYONNE,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,7.49
2024-04-28,21133400700352404281027,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-04-28,21133400700352404281027,BAYONNE,25107,GRLCPEPWINGS,PARTY WINGS,GRLCPEPWINGS PARTY WINGS,3.99
2024-04-28,21133400700352404281027,BAYONNE,756053,KS MED ROAST,GROUND COFFEE  SL365 P216,KS MED ROAST GROUND COFFEE  SL365 P216,12.99
2024-04-28,21133400700352404281027,BAYONNE,1136340,3LB ORG GALA,,,4.49
2024-04-28,21133400700352404281027,BAYONNE,47292,SOCK SALMON,FILLET PREVIOUSLY FROZEN,SOCK SALMON FILLET PREVIOUSLY FROZEN,9.99
2024-04-28,21133400700352404281027,BAYONNE,260509,POLYO STRCHZ,10/48Z P450 T9H5     SL45,POLYO STRCHZ 10/48Z P450 T9H5     SL45,11.49
2024-04-28,21133400700352404281027,BAYONNE,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2024-04-28,21133400700352404281027,BAYONNE,2585,HYDRO STRAW,2LB / 907 G,HYDRO STRAW 2LB / 907 G,8.49
2024-04-28,21133400700352404281027,BAYONNE,8424,THAI CHILI,SALAD KIT 2PK,THAI CHILI SALAD KIT 2PK,7.99
2024-04-28,21133400700352404281027,BAYONNE,4102,"8"" TORTILLAS",SL10  70OZ,"8"" TORTILLAS SL10  70OZ",5.99
2024-04-28,21133400700352404281027,BAYONNE,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.59
2024-04-28,21133400700352404281027,BAYONNE,1798566,AVO OIL CHIP,BOULDER CANYON P120 SL182,AVO OIL CHIP BOULDER CANYON P120 SL182,6.59
2024-04-28,21133400700352404281027,BAYONNE,993449,ORGANIC PSTA,ORGANIC PASTA SL365  P144,ORGANIC PSTA ORGANIC PASTA SL365  P144,9.89
2024-04-28,21133400700352404281027,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2024-04-28,21133400700352404281027,BAYONNE,21046,TOMATO MEDLE,,,6.59
2024-04-28,21133400700352404281027,BAYONNE,568915,ORG CUCUMBER,,,5.99
2024-04-28,21133400700352404281027,BAYONNE,22967,ORGNC BS THG,FRESH SADDLEPACK,ORGNC BS THG FRESH SADDLEPACK,5.99
2024-04-28,21133400700352404281027,BAYONNE,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2024-04-28,21133400700352404281027,BAYONNE,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2024-04-28,21133400700352404281027,BAYONNE,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.99
2023-12-10,21133400400452312101055,BAYONNE,1266604,647 ITALIAN,LOW CARB BREAD,647 ITALIAN LOW CARB BREAD,6.99
2023-12-10,21133400400452312101055,BAYONNE,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,7.99
2023-12-10,21133400400452312101055,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-12-10,21133400400452312101055,BAYONNE,568915,ORG CUCUMBER,,,5.99
2023-12-10,21133400400452312101055,BAYONNE,48600,TURKEY,1.75 RW    T10H4    SL50,TURKEY 1.75 RW    T10H4    SL50,7.99
2023-12-10,21133400400452312101055,BAYONNE,1487910,CRANJALAMEAT,12/46 OZ  6T6H  SL32,CRANJALAMEAT 12/46 OZ  6T6H  SL32,14.89
2023-12-10,21133400400452312101055,BAYONNE,8789,PINEAPPLE,EACH,PINEAPPLE EACH,2.99
2023-12-10,21133400400452312101055,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,1.99
2023-12-10,21133400400452312101055,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2023-12-10,21133400400452312101055,BAYONNE,8370,ORG MEDITERR,2PK,ORG MEDITERR 2PK,8.99
2023-12-10,21133400400452312101055,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2023-12-10,21133400400452312101055,BAYONNE,6659,4LB HONYCRSP,,,5.99
2023-12-10,21133400400452312101055,BAYONNE,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2023-12-10,21133400400452312101055,BAYONNE,21046,TOMATO MEDLE,,,6.59
2023-12-10,21133400400452312101055,BAYONNE,18600,MANDARINS,2.27 KG / 5 LBS,MANDARINS 2.27 KG / 5 LBS,7.99
2025-06-19,21133400603342506191602,BAYONNE,1189000,MOZZARELLA,T10H6  SL38,MOZZARELLA T10H6  SL38,8.29
2025-06-19,21133400603342506191602,BAYONNE,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-06-19,21133400603342506191602,BAYONNE,1896154,BAKED 30 CT,P54 T9H6 SL50,BAKED 30 CT P54 T9H6 SL50,19.69
2025-06-19,21133400603342506191602,BAYONNE,1143978,CHOC CREPES,SL63 P432/324,CHOC CREPES SL63 P432/324,8.49
2025-06-19,21133400603342506191602,BAYONNE,357130,/1143978,,,0.0
2025-06-19,21133400603342506191602,BAYONNE,1830455,KS BAGUETTE,,,4.99
2025-06-19,21133400603342506191602,BAYONNE,14234,CABOT 3 VTY,9/3-7OZ T10H6    SL100,CABOT 3 VTY 9/3-7OZ T10H6    SL100,8.99
2025-06-19,21133400603342506191602,BAYONNE,7812,YELLOW ONION,5 LBS,YELLOW ONION 5 LBS,3.29
2025-06-19,21133400603342506191602,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2025-06-19,21133400603342506191602,BAYONNE,1298989,CANDY SNAP,3LB SEEDLESS,CANDY SNAP 3LB SEEDLESS,7.99
2025-06-19,21133400603342506191602,BAYONNE,6659,4LB HONYCRSP,,,12.99
2025-06-19,21133400603342506191602,BAYONNE,186626,PARMIGIANO,15/1LB T6X11 P990  SL120,PARMIGIANO 15/1LB T6X11 P990  SL120,15.69
2025-06-19,21133400603342506191602,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2025-06-19,21133400603342506191602,BAYONNE,21046,TOMATO MEDLE,,,6.59
2025-06-19,21133400603342506191602,BAYONNE,5001,WHITE PEACH,1.81 KG / 4 LB,WHITE PEACH 1.81 KG / 4 LB,11.99
2025-06-19,21133400603342506191602,BAYONNE,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,10.76
2025-06-19,21133400603342506191602,BAYONNE,36886,ORGANIC GT,,,19.99
2025-06-19,21133400603342506191602,BAYONNE,3923,LIMES 3 LB.,1.36 KG / 3 LB.,LIMES 3 LB. 1.36 KG / 3 LB.,5.49
2025-06-19,21133400603342506191602,BAYONNE,1883227,LEGO SPEED,P304 FY25,LEGO SPEED P304 FY25,21.99
2025-06-19,21133400603342506191602,BAYONNE,5938,POTATOES,4.54 KG / 10 LB,POTATOES 4.54 KG / 10 LB,6.99
2025-06-19,21133400603342506191602,BAYONNE,316689,BRN RICE RMN,850G LOTUS FOODS P240,BRN RICE RMN 850G LOTUS FOODS P240,8.99
2025-06-19,21133400603342506191602,BAYONNE,1050557,KS PB PRTZEL,1.56KG T56H4 P224 SL120,KS PB PRTZEL 1.56KG T56H4 P224 SL120,9.79
2025-06-19,21133400603342506191602,BAYONNE,897342,LACROIX VTY,LEMON GRAPEFRUIT P100,LACROIX VTY LEMON GRAPEFRUIT P100,9.79
2025-01-19,21133400800512501191054,BAYONNE,2534,CHERRIES,907 G / 2 LB,CHERRIES 907 G / 2 LB,9.99
2025-01-19,21133400800512501191054,BAYONNE,512599,**KS TOWEL**,P45 FQ/P20 W/US P54,**KS TOWEL** P45 FQ/P20 W/US P54,19.99
2025-01-19,21133400800512501191054,BAYONNE,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,6.99
2025-01-19,21133400800512501191054,BAYONNE,8370,ORG MEDITERR,2PK,ORG MEDITERR 2PK,8.99
2025-01-19,21133400800512501191054,BAYONNE,22967,ORGNC BS THG,FRESH SADDLEPACK,ORGNC BS THG FRESH SADDLEPACK,5.99
2025-01-19,21133400800512501191054,BAYONNE,1775302,KS PARM SSG,9/48Z T8H8 SL40 PEPP/PARM,KS PARM SSG 9/48Z T8H8 SL40 PEPP/PARM,12.59
2025-01-19,21133400800512501191054,BAYONNE,1830455,KS BAGUETTE,,,4.99
2025-01-19,21133400800512501191054,BAYONNE,21046,TOMATO MEDLE,,,6.59
2025-01-19,21133400800512501191054,BAYONNE,376052,KS CHOCALMND,T6H5  P360 SL292,KS CHOCALMND T6H5  P360 SL292,18.99
2025-01-19,21133400800512501191054,BAYONNE,5720,HH STRAW,795 G / 1.75 LB,HH STRAW 795 G / 1.75 LB,9.99
2025-01-19,21133400800512501191054,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,10.47
2025-01-19,21133400800512501191054,BAYONNE,1068080,PASTURE EGGS,2DZ GRADE A P360/300 SL22,PASTURE EGGS 2DZ GRADE A P360/300 SL22,8.49
2025-01-19,21133400800512501191054,BAYONNE,67072,ORANGES,3.63 KG / 8 LB,ORANGES 3.63 KG / 8 LB,8.99
2025-01-19,21133400800512501191054,BAYONNE,6659,4LB HONYCRSP,,,9.99
2025-01-19,21133400800512501191054,BAYONNE,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2025-01-19,21133400800512501191054,BAYONNE,7552,WILD ALBACOR,SL360           P528,WILD ALBACOR SL360           P528,15.99
2025-03-30,21133400900412503301100,BAYONNE,816563,FISH STICKS,US 4LB CN 1.81KG T6H8,FISH STICKS US 4LB CN 1.81KG T6H8,14.99
2025-03-30,21133400900412503301100,BAYONNE,1018249,ORG ATAULFO,,,8.99
2025-03-30,21133400900412503301100,BAYONNE,316689,BRN RICE RMN,850G LOTUS FOODS P240,BRN RICE RMN 850G LOTUS FOODS P240,8.99
2025-03-30,21133400900412503301100,BAYONNE,7367,LOLLIPEPPERS,680 G / 1.5 LB,LOLLIPEPPERS 680 G / 1.5 LB,5.99
2025-03-30,21133400900412503301100,BAYONNE,21046,TOMATO MEDLE,,,6.59
2025-03-30,21133400900412503301100,BAYONNE,1830455,KS BAGUETTE,,,4.99
2025-03-30,21133400900412503301100,BAYONNE,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-03-30,21133400900412503301100,BAYONNE,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,22.99
2025-03-30,21133400900412503301100,BAYONNE,1199652,BUTER CROISS,,,5.99
2025-03-30,21133400900412503301100,BAYONNE,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.49
2025-03-30,21133400900412503301100,BAYONNE,2585,HYDRO STRAW,2LB / 907 G,HYDRO STRAW 2LB / 907 G,8.99
2025-03-30,21133400900412503301100,BAYONNE,381,UBER FY24,,,79.99
2025-03-30,21133400900412503301100,BAYONNE,19452,ORG CHKTENDR,TENDERLOIN SADDLEPACK,ORG CHKTENDR TENDERLOIN SADDLEPACK,5.99
2025-03-30,21133400900412503301100,BAYONNE,351533,/19452,,,0.0
2025-03-30,21133400900412503301100,BAYONNE,9820887,KS CHS PIZZA,P108 6TX3H,KS CHS PIZZA P108 6TX3H,11.79
2025-03-30,21133400900412503301100,BAYONNE,6659,4LB HONYCRSP,,,10.99
2025-03-30,21133400900412503301100,BAYONNE,1280655,ORG CSR KIT,,,8.99
2025-03-30,21133400900412503301100,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2025-03-30,21133400900412503301100,BAYONNE,1710454,KEW MAYO,T10H5  SL 270  P800,KEW MAYO T10H5  SL 270  P800,6.49
2025-07-08,21133400503962507081844,BAYONNE,36084,RESV CHEDDAR,"18/1.75# RW T12H6 SL90","RESV CHEDDAR 18/1.75# RW T12H6 SL90",6.99
2025-07-08,21133400503962507081844,BAYONNE,21046,TOMATO MEDLE,,,6.59
2025-07-08,21133400503962507081844,BAYONNE,1011378,CHICK PEAS,P240 SL1095,CHICK PEAS P240 SL1095,7.99
2025-07-08,21133400503962507081844,BAYONNE,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,6.99
2025-07-08,21133400503962507081844,BAYONNE,6659,4LB HONYCRSP,,,12.99
2025-07-08,21133400503962507081844,BAYONNE,3013,NECTARINE,1.81 KG / 4 LB,NECTARINE 1.81 KG / 4 LB,9.99
2025-07-08,21133400503962507081844,BAYONNE,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2025-07-08,21133400503962507081844,BAYONNE,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-07-08,21133400503962507081844,BAYONNE,937348,PALMIER 32OZ,P240 SL270,PALMIER 32OZ P240 SL270,8.99
2025-07-08,21133400503962507081844,BAYONNE,358124,/937348,,,0.0
2025-07-08,21133400503962507081844,BAYONNE,22967,ORGNC BS THG,FRESH SADDLEPACK,ORGNC BS THG FRESH SADDLEPACK,5.99
2025-07-08,21133400503962507081844,BAYONNE,33149,KS GOUDA,"12/2.0# RW LA T12H7 SL90","KS GOUDA 12/2.0# RW LA T12H7 SL90",5.89
2025-07-08,21133400503962507081844,BAYONNE,1830455,KS BAGUETTE,,,4.99
2025-07-08,21133400503962507081844,BAYONNE,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,4.49
2025-07-08,21133400503962507081844,BAYONNE,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,12.99
2025-07-08,21133400503962507081844,BAYONNE,1363689,TURKEY BACON,COLUMBUS SL30 T6H5 P300,TURKEY BACON COLUMBUS SL30 T6H5 P300,14.99
2025-07-08,21133400503962507081844,BAYONNE,7913,GREEN KIWI,1.36 KG / 3 LB,GREEN KIWI 1.36 KG / 3 LB,6.79
2025-07-08,21133400503962507081844,BAYONNE,28839,SOCKEYE,FILLET,SOCKEYE FILLET,14.99
2025-07-08,21133400503962507081844,BAYONNE,316689,BRN RICE RMN,850G LOTUS FOODS P240,BRN RICE RMN 850G LOTUS FOODS P240,9.99
